ID,Start Position X,Start Position Y,Start Position Z,End Position X,End Position Y,End Position Z,Type,Time Spent,Simulation
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,196,40
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,198,87
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,199,84
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,205,16
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,208,32
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,211,31
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,219,57
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,220,87
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,233,33
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,234,76
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,241,20
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,248,27
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,249,47
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,255,68
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,259,1
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,262,3
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,267,13
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,269,95
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,272,51
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,281,25
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,294,23
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,297,80
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,304,67
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,309,70
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,312,59
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,313,99
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,314,34
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,315,9
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,317,3
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,320,20
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,324,74
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,329,4
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,330,86
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,332,91
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,333,75
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,341,21
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,344,6
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,348,23
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,351,96
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,358,21
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,359,49
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,371,73
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,373,40
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,377,30
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,380,51
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,387,78
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,389,33
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,390,73
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,392,13
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,399,41
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,401,90
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,406,0
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,408,66
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,409,9
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,410,40
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,414,81
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,416,19
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,417,58
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,418,9
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,420,54
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,429,12
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,431,82
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,433,41
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,436,65
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,439,69
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,440,49
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,445,35
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,452,52
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,458,34
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,459,67
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,462,24
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,468,24
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,473,94
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,478,32
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,484,91
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,488,71
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,491,77
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,492,15
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,494,97
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,496,72
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,499,31
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,501,87
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,506,94
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,507,0
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,510,27
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,520,29
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,526,29
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,527,54
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,529,59
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,536,1
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,545,42
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,554,97
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,559,81
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,564,66
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,565,54
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,566,71
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,576,54
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,585,36
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,593,54
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,604,77
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,608,25
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,614,54
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,618,54
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,621,81
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,624,8
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,630,36
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,631,89
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,633,40
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,635,42
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,637,93
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,638,3
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,642,10
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,643,41
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,645,14
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,647,31
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,648,98
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,651,27
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,655,20
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,656,67
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,663,84
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,664,47
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,668,80
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,669,3
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,671,13
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,674,79
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,682,30
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,686,72
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,693,79
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,696,96
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,700,99
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,702,8
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,705,3
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,714,30
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,719,55
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,722,20
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,724,53
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,732,10
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,738,58
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,744,28
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,751,17
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,753,91
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,754,47
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,760,33
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,763,35
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,771,11
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,773,91
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,776,18
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,788,21
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,792,59
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,794,67
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,808,90
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,813,55
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,823,35
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,824,55
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,830,38
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,835,69
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,837,47
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,842,57
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,847,46
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,857,53
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,858,72
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,865,99
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,866,45
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,868,27
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,874,46
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,875,93
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,876,87
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,878,77
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,891,99
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,906,62
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,907,81
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,910,33
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,912,59
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,913,52
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,914,16
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,920,48
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,922,1
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,923,85
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,929,45
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,930,40
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,936,76
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,937,63
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,944,96
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,945,10
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,948,76
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,951,6
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,952,4
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,954,30
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,958,67
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,964,23
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,965,38
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,967,12
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,968,17
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,972,28
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,975,24
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,976,60
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,983,59
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,987,5
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,988,35
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,990,80
0,(-40.9, 1.5, 38.5),(-15.7, 1.5, -39.6),NonCAV,995,82
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,1,40
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,6,32
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,8,79
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,10,29
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,14,28
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,17,15
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,19,16
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,27,12
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,29,43
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,31,50
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,33,36
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,37,81
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,45,82
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,50,1
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,52,75
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,53,55
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,57,86
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,67,27
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,76,4
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,82,38
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,83,49
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,89,70
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,95,42
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,96,28
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,106,44
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,119,43
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,121,67
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,122,43
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,129,80
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,133,51
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,134,22
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,139,36
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,141,45
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,144,68
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,147,55
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,150,74
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,159,96
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,169,93
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,170,58
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,171,74
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,178,61
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,180,70
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,186,56
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,189,87
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,201,55
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,202,71
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,206,86
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,210,60
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,214,69
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,218,36
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,222,95
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,228,95
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,229,88
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,235,93
1,(-15.0, 1.5, -15.2),(-41.2, 1.5, 21.9),NonCAV,240,55
